L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,Label,Attack
15916,443,6,2,4790297,230527,10864,384,16,122,63,41476,23910,17566,62,64,828,132,618,1048,5558.08178223551,115495.63603047546,8178,0,2486,179,5520.99362916155,114724.95290699867,1780,2673,2482,1359,2952,7117,56437,0,0,54180.0,15,57962,430.0,0,Benign
31423,8080,6,1,10000000,7988448,12892,5772,16,211,101,35739,21657,14082,122,128,854,159,734,1410,223521.86686812728,279806.3739891995,196126,3451,115988,2056,235199.22876886945,294424.18448348093,5176,664,3651,5142,4029,28476,23304,0,0,24075.0,5,30256,530.0,1,Malware
61119,443,6,2,628352,8468169,966,8703,25,4,237,3325377,1902141,1423236,16,32,566,158,217,984,2546.529010094194,188.95662055760897,146424,798,73800,324,2690.6643231476646,199.6516966983632,1570,5612,1063,253,1169,7890,59026,0,0,,1,44886,,1,DataExfiltration
19936,443,6,2,335727,3065618,281,3268,16,165,32,2320193,1223296,1096897,235,255,855,85,244,1219,1321.2771523748238,144.69787642665932,185151,1496,110621,3314,1415.0544400437725,154.96776897597013,240,147,2031,529,599,18728,56552,0,0,46548.0,1,65655,430.0,1,DataExfiltration
21641,80,6,1,1928154,189120,3040,463,16,44,100,34042,20470,13572,114,128,1463,504,548,805,5555.490276716996,56640.44415721755,3589,75,6643,61,5823.507023828454,59372.98203269316,225,773,1278,1110,114,49319,58632,0,0,28657.0,1,78998,425.0,0,Benign
57416,670,6,0,228,332,2,2,2,2,0,993,604,389,28,32,1505,137,700,1388,334.34038267875127,229.607250755287,124955,1401,10204,1532,309.91687338147227,212.8344793101677,1,0,0,1,0,27242,24212,0,0,56486.0,5,12773,331.0,1,PortScan
48661,53,17,3,1605,476,15,4,0,0,0,16,4,12,242,255,1447,358,665,1489,29750.0,100312.5,4599,44,9607,107,31367.1729827426,105765.3626834073,1,1,0,8,6,0,0,0,0,19508.0,1,84877,530.0,0,Benign
43538,53,17,3,1337,3035,8,25,0,0,0,35,17,18,59,64,1295,180,778,1414,86714.28571428571,38200.0,5801,80,4659,150,91200.14767587578,40176.14413266752,6,1,1,16,7,0,0,0,0,54633.0,1,73191,220.0,0,Benign
15149,80,6,1,4556851,1797452,5669,1763,2,211,202,28750,19984,8766,29,32,964,395,148,881,62520.06956521739,158499.1652173913,1173,49,633,112,60312.44400540168,152902.45346104298,1670,1026,3982,387,366,24443,63304,0,0,63189.0,28,13528,530.0,0,Benign
6627,80,6,1,3706258,1101030,3620,1246,2,10,39,37532,21967,15565,254,255,1472,126,513,1464,29335.766812320155,98749.28061387617,6046,160,3368,183,27783.8805100992,93525.36208059658,133,1924,1566,10,1230,23269,31868,0,0,43136.0,1,10017,230.0,0,Benign
33985,80,6,1,66133,1405858,66,2153,16,177,171,20129,7754,12375,17,32,791,243,675,1046,69842.41641412886,3285.458790799344,6069,63,6828,134,67403.9549806924,3170.751067844783,1030,268,272,411,235,9991,31003,0,0,,1,3634,,0,Benign
20658,443,6,2,4376490,1131278,3879,1707,2,59,20,30156,16129,14027,24,32,948,500,781,897,37514.19286377504,145128.3326701154,5341,17,742,78,36252.96422242441,140249.11241074093,1626,1191,2027,39,700,37998,34216,0,0,,15,53667,,0,Benign
60589,443,6,2,3189757,2762783,4512,3058,16,191,50,16635,9151,7484,26,32,627,252,711,1361,166082.5368199579,191749.74451457767,4556,34,5436,155,157276.575439029,181582.86678420665,451,1497,782,3668,1170,32780,63911,0,0,9491.0,2,24924,426.0,0,Benign
45304,53,17,1,3538584,7103668,7497,14677,16,173,123,39712,27435,12277,8,32,726,262,321,1046,178879.63336019337,89106.16438356164,26820,3054,78298,3287,178983.93258881866,89158.11945545208,7214,4197,6353,4274,134,0,0,0,0,43261.0,1,53365,331.0,1,Malware
27353,53,17,3,1409,826,15,12,0,0,0,365,244,121,62,64,865,160,765,896,2263.013698630137,3860.27397260274,1028,62,3789,138,2370.97191105769,4044.430293801797,7,8,2,1,7,0,0,0,0,,2,20415,,0,Benign
9693,8080,6,1,8333424,3897691,42088,26159,2,2,0,1061,558,503,30,32,640,434,44,981,3673601.319509896,7854311.027332705,647753,2289,780360,3507,3707788.0368794943,7927403.638062756,10000,1417,10000,2908,9607,12845,29641,0,0,50840.0,1,47090,331.0,1,DDoS
49741,443,6,2,1824486,2031713,1735,4995,16,165,149,18251,7256,10995,252,255,943,276,331,1207,111320.63996493342,99966.3580077804,6790,50,8880,53,122213.32759658352,109748.03292265211,336,1267,1579,3437,108,63166,26857,0,0,63586.0,5,71895,200.0,0,Benign
35694,80,6,1,3185698,2052875,4716,2004,18,110,45,59422,27200,32222,56,64,1291,95,632,1081,34547.389855609035,53611.42337854667,9580,180,5699,58,37094.2338352009,57563.67364809443,1737,307,456,3838,380,18863,63402,0,0,32559.0,1,45382,426.0,0,Benign
59992,443,6,2,255882,223751,331,423,2,206,73,48086,32553,15533,243,255,755,155,329,1451,4653.142286736264,5321.340930832259,476,195,3795,169,4421.297162529368,5056.20247749659,32,11,318,295,96,47967,60395,0,0,32677.0,2,4598,220.0,0,Benign
20306,443,6,2,3432331,2749263,2922,2961,16,150,157,40244,15255,24989,242,255,927,154,422,1451,68314.85438823179,85288.01808965311,334,68,7816,109,61680.15120337491,77004.89005963816,915,2488,1745,153,579,15201,6402,0,0,29835.0,1,27090,220.0,0,Benign
53585,21,6,5,80321,9889471,105,9889,16,191,48,2655669,1472373,1183296,124,128,1484,468,455,807,3723.909493238804,30.2451096126814,53481,2476,84755,127,3838.411788414004,31.175082393911783,5750,20,2384,1387,451,4175,64430,0,0,,1,5856,,1,DataExfiltration
4996,80,6,1,1346525,1388906,1725,3226,18,139,100,3201,1104,2097,21,32,862,94,170,1055,433897.53202124336,420657.6069978132,2420,43,619,39,453604.2689407206,439763.01364916255,265,1000,77,3487,120,56582,54882,0,0,30764.0,1,23198,226.0,0,Benign
25113,80,6,1,2534279,2425558,3534,2286,16,34,243,42363,17888,24475,32,32,690,335,793,1162,57256.52102070203,59822.935108467296,1353,7,1172,164,58770.64392354875,61404.92567562895,372,1874,56,54,3462,50429,55179,0,0,38796.0,1,38812,425.0,0,Benign
27907,443,6,2,374688,1757089,354,2197,2,104,83,12363,5711,6652,49,64,1164,424,272,1426,142124.80789452398,30307.206988595004,4620,55,5959,173,148925.797849503,31757.4746325511,70,27,1520,115,818,25471,60046,0,0,,28,25500,,0,Benign
1032,443,6,2,4184753,1005712,6350,1144,18,71,165,28442,14487,13955,251,255,564,321,147,1481,35360.10125870192,147132.8668869981,8054,113,7494,33,38826.56561560181,161556.77464282667,105,901,3367,2355,764,30930,62286,0,0,23071.0,5,59195,230.0,0,Benign
43011,53,17,3,2556,2390,27,14,0,0,0,383,199,184,126,128,1465,230,43,1300,6240.208877284596,6673.629242819843,4555,24,7315,106,5728.41251237615,6126.285515327798,14,8,15,1,1,0,0,0,0,,5,22221,,0,Benign
14566,80,6,1,3224767,247654,4893,430,2,115,127,32886,21706,11180,32,32,1291,266,384,828,7530.681749072553,98058.96126011068,5959,152,8972,18,6810.081607499476,88675.83982157067,2026,481,341,2096,376,28465,56300,0,0,14830.0,1,24569,426.0,0,Benign
50324,443,6,2,707593,9932506,1508,8884,16,97,238,3582258,2483289,1098969,37,64,610,230,490,1498,2772.694205721643,197.527090455238,158057,3842,149750,1719,2676.996599894874,190.70958075529117,1372,1650,5035,912,1420,12937,27178,0,0,65122.0,1,59287,426.0,1,DataExfiltration
17471,53,17,3,907,3556,12,54,0,0,0,277,148,129,54,64,1137,152,299,805,12837.545126353789,3274.368231046931,8394,199,5438,179,13005.686376013782,3317.2546521497475,14,8,4,32,6,0,0,0,0,27937.0,5,61698,430.0,0,Benign
40170,22,6,4,1426457,880758,1630,1519,2,141,145,195860,101534,94326,245,255,739,346,198,930,4496.875319105483,7283.044011028285,3012,79,556,9,4355.700990750451,7054.401059272713,1550,149,816,193,438,13846,12216,0,0,60142.0,1,50485,226.0,0,Benign
8595,80,6,1,2397240,2479387,2105,3958,25,133,202,34282,18308,15974,22,32,1277,181,395,1322,72323.28918966222,69927.07543317194,6460,191,8181,19,76878.80636935627,74331.65930969053,1429,78,3155,1360,39,64522,37996,0,0,,1,80423,,0,Benign
21452,443,6,2,1856417,2267454,2118,3409,18,37,161,11472,5490,5982,119,128,526,240,46,974,197651.15062761508,161821.56555090655,5826,51,3512,161,204711.80759885116,167602.28861411804,330,1007,1453,49,2685,51462,32681,0,0,,1,67224,,0,Benign
22302,443,6,2,1299534,2866786,1655,4041,18,230,150,4028,1884,2144,22,32,1220,87,431,1059,711714.4985104271,322625.12413108244,5535,59,1381,144,753119.1354480474,341394.1335576994,204,230,3984,235,1040,44107,7862,0,0,,2,74510,,0,Benign
43084,21,6,5,1034820,2886327,1073,3508,16,223,65,280948,170045,110903,249,255,1283,260,703,967,10273.527485513334,3683.315061861982,2187,120,3754,184,10188.633582054885,3652.878486527007,2198,836,662,725,158,57847,52451,0,0,20241.0,1,382,530.0,0,Benign
15004,80,6,1,1017476,2486506,1039,3775,18,120,20,14160,9454,4706,248,255,1083,499,337,1241,175600.70621468927,71855.64971751413,3406,99,2492,128,177106.06602955528,72471.64158843283,663,959,1712,622,856,21895,26716,0,0,25874.0,2,46073,331.0,0,Benign
5241,25,6,6,115032,624459,190,933,16,200,133,4210,2929,1281,23,32,588,342,382,1229,148327.55344418052,27323.515439429928,8236,127,4347,36,156589.9015611665,28845.5279792334,126,128,305,70,492,53012,58469,0,0,5735.0,1,55627,331.0,0,Benign
11946,53,6,1,6307632,3282894,43803,12114,2,2,0,693,232,461,54,64,1102,511,345,872,4737220.779220779,9101922.077922078,335319,3180,637029,8146,5138200.535657778,9872349.859950442,10000,10000,760,10000,3014,49000,1849,0,0,13114.0,1,57349,220.0,1,DDoS
2599,443,6,2,2779956,1081513,4252,2331,16,156,51,58289,38664,19625,128,128,869,218,537,1078,18554.32414349191,47692.63497400882,1630,49,61,186,19102.294586177413,49101.155925644365,113,2886,161,2142,1279,28730,4358,0,0,56956.0,1,69130,530.0,0,Benign
15322,21,6,5,168335,4703489,306,6156,25,108,107,1243865,716520,527345,11,32,858,351,164,1003,3781.3500661245394,135.3322104890804,84754,3755,44053,37,3728.79401600767,133.45126153896632,992,757,23,4379,308,16347,18788,0,0,1520.0,1,74697,331.0,1,DataExfiltration
4139,80,6,1,3910677,2842842,6765,3615,2,197,247,10415,4946,5469,62,64,953,251,542,822,272956.50504080654,375485.0696111378,6711,114,4258,41,278000.5516635862,382423.7728927947,4616,2726,941,662,1432,31849,36808,0,0,47442.0,1,26825,425.0,0,Benign
22414,443,6,2,2395899,2148183,2004,1869,16,223,1,14592,4612,9980,245,255,1339,437,126,1358,147216.4884868421,164192.63980263157,7025,180,5592,63,143223.58521140827,159739.2980879319,1430,316,74,1017,1033,9430,34817,0,0,61871.0,1,73154,530.0,0,Benign
46273,80,1,1,2232671,1812674,5109,2766,0,0,0,44557,31134,13423,18,32,1428,448,618,912,40682.13748681464,50108.19848733083,8752,196,5754,3,40040.651062767785,49318.07950517347,792,2815,2087,2011,167,0,0,8,8,23682.0,15,35445,430.0,0,Benign
61455,443,6,2,3261608,425398,3036,758,16,35,54,55066,18631,36435,249,255,1415,499,547,1053,7725.238804343878,59230.88657247666,8199,47,6735,36,7442.864132885122,57065.86584499968,1732,538,48,582,891,12114,11867,0,0,53882.0,2,25788,425.0,0,Benign
54323,80,6,1,637134,2679179,555,3951,18,77,152,29574,16078,13496,64,64,1144,262,48,1277,90592.37844052208,21543.720835869342,3958,69,8335,95,83737.3063711178,19913.52013339003,367,1873,1207,923,134,54212,54785,0,0,35659.0,1,45852,425.0,0,Benign
18758,53,17,3,2255,3003,12,22,0,0,0,474,275,199,127,128,1203,75,291,882,6335.443037974684,4757.383966244726,5261,126,6000,106,6094.289459720613,4576.29794594405,2,10,3,8,9,0,0,0,0,44847.0,15,61339,425.0,0,Benign
31227,3389,6,7,2539720,311445,2641,671,18,79,227,227516,108792,118724,127,128,904,233,286,873,1368.892737214086,11162.819318201797,3076,194,4142,93,1365.3092068259812,11133.596939299332,1498,712,529,172,399,35651,9620,0,0,13531.0,1,61417,430.0,0,Benign
17631,80,17,1,1828720,4876170,22859,25006,2,2,0,1120,761,359,6,32,892,310,648,1000,4353723.214285714,1632785.714285714,56386,2172,871264,8388,4658071.565673849,1746926.0984705377,4248,10000,10000,10000,2,0,0,0,0,27254.0,1,82128,200.0,1,DDoS
41249,61453,6,0,220,304,4,4,2,2,0,233,125,108,235,255,1492,427,104,1011,1304.7210300429183,944.206008583691,64016,3093,4524,2912,1182.9486903133802,856.0812890425777,0,0,0,5,1,58044,19101,0,0,29456.0,1,80738,230.0,1,PortScan
45702,443,6,2,2743001,2749958,4557,3514,2,158,159,53067,24375,28692,253,255,572,93,556,972,51820.49107731736,51689.39265456875,4474,79,8261,46,48704.26702027473,48581.05219820834,601,4954,836,233,1445,29604,36677,0,0,30238.0,1,12611,530.0,0,Benign
11784,443,6,2,4430551,2642090,4695,2226,2,159,100,30469,13640,16829,244,255,535,346,658,934,86714.03721815615,145411.7627752798,6461,53,9452,79,79272.15131553933,132932.3790193423,1083,2213,1327,798,1498,25260,63,0,0,,28,48518,,0,Benign
64348,80,6,1,7291394,2429785,23221,9169,2,2,18,2833,1439,1394,102,128,744,328,441,1369,857672.0790681256,2573735.968937522,852858,9294,665206,3682,804884.982476328,2415330.381872472,5663,3612,1061,4219,10000,36354,64894,0,0,31604.0,28,66528,430.0,1,DDoS
59179,443,6,2,476171,2702367,721,4459,25,113,158,1425467,489361,936106,42,64,540,510,36,1331,1895.776612155876,334.0456145249241,99592,4518,133321,705,1745.204696178994,307.5140665143734,1001,1107,575,1519,976,34601,45352,0,0,35637.0,1,85945,430.0,1,DataExfiltration
27578,3389,6,7,589612,2320418,513,4258,16,10,147,375282,189870,185412,51,64,661,192,532,1164,6183.131618356329,1571.117186542387,8248,135,8466,70,5653.177857470236,1436.4573550535897,1464,1431,736,1104,33,19210,19180,0,0,59915.0,1,29396,426.0,0,Benign
2715,443,6,2,1095774,991708,1376,1134,16,33,252,32445,21172,11273,248,255,1051,361,494,810,30565.81907844044,33773.27785483125,914,144,4526,38,28557.053090910867,31553.71973770481,1022,418,377,50,641,27894,24359,0,0,35939.0,1,63609,425.0,0,Benign
35264,80,6,1,6753429,2568141,17361,12057,2,2,0,1896,1017,879,112,128,555,253,389,883,1354504.7468354432,3561935.126582279,111832,2787,130662,5893,1463920.9302281612,3849666.3788747736,8140,10000,3231,189,7678,24845,52427,0,0,26276.0,2,7207,226.0,1,DDoS
54405,21,6,5,1216958,2701658,1098,6542,2,36,110,195858,103084,92774,54,64,901,424,161,1303,13793.962973174444,6213.470984080303,3643,19,273,176,14279.151885270345,6432.0236388154335,716,785,2665,703,2768,62078,41733,0,0,63496.0,1,58716,331.0,0,Benign
33216,80,6,1,136123,390495,145,912,2,163,131,3714,2513,1201,128,128,1259,310,399,1370,105141.35702746366,36651.31933225633,5322,18,8182,65,114011.39714256076,39743.33451961433,234,257,31,103,429,6353,9095,0,0,26637.0,1,31660,425.0,0,Benign
21618,21,6,5,1070785,449190,3235,2139,2,238,53,5714,2178,3536,19,32,1264,150,498,1026,78612.18060903045,187396.74483724183,845037,1443,404294,1148,83275.88611543081,198514.14705160752,3035,184,909,510,734,52405,51156,0,0,3335.0,28,39034,331.0,1,BruteForce
18172,22,6,4,2542492,1070755,4038,1090,18,70,99,354088,125014,229074,23,32,987,384,332,1231,3023.979914597501,7180.395833804026,6062,132,5073,167,3321.339176292558,7886.471027462321,329,115,2416,240,2026,45856,8573,0,0,40192.0,1,3694,226.0,0,Benign
15757,443,6,2,3246489,564532,6953,491,25,115,253,29299,16404,12895,49,64,1423,145,681,1047,19267.961363869075,110805.45411106182,6144,127,8987,188,19585.497318165715,112631.52771314024,1549,156,3512,1836,389,17012,15704,0,0,,15,40283,,0,Benign
1987,443,6,2,2881443,229672,2825,454,18,158,93,43728,20200,23528,246,255,1282,386,436,904,5252.286864251738,65894.68990120746,9457,83,4159,194,5619.497373922374,70501.67792158821,735,114,244,2143,40,15133,18853,0,0,38890.0,2,12926,220.0,0,Benign
12839,80,6,1,2994639,1022059,3484,1174,2,100,242,48589,22615,25974,248,255,1406,347,534,985,21034.78153491531,61632.03605754389,7121,177,8187,38,20040.546071297336,58718.92018602036,1546,79,99,237,2696,42991,47340,0,0,48631.0,28,68066,200.0,0,Benign
5002,80,6,1,4507202,443116,6323,553,18,167,41,38065,23022,15043,120,128,1195,187,717,1136,11641.035071588074,118408.03888086168,4739,14,3499,54,12407.52861421719,126204.51029765782,2026,203,330,2638,1677,32993,63090,0,0,48222.0,1,27344,200.0,0,Benign
41042,443,6,2,466589,2415872,777,5909,18,103,223,52639,31854,20785,18,32,1013,124,479,933,45895.096791352415,8863.941184293015,584,15,7140,56,42410.59088639525,8190.961769121987,643,693,2972,103,2272,33677,321,0,0,11445.0,1,21193,530.0,0,Benign
51546,3389,6,7,2761201,1726821,3388,4131,16,19,232,433905,267878,166027,254,255,864,105,445,1242,3979.721367580461,6363.607241216396,4409,121,3640,81,4348.597422541495,6953.443090927779,498,3297,266,863,2593,46952,10182,0,0,,28,75575,,0,Benign
9844,53,17,3,3284,319,25,5,0,0,0,480,300,180,17,32,918,252,744,1011,664.5833333333334,6841.666666666667,5801,6,9366,181,608.2351428172734,6261.580592513875,5,0,7,11,4,0,0,0,0,2279.0,1,7885,230.0,0,Benign
36831,443,6,2,371312,2632236,384,3032,18,38,103,39631,22388,17243,25,32,733,431,598,1283,66418.61169286669,9369.231157427266,4400,160,2271,114,70289.30819379978,9915.24453128678,957,495,1203,497,261,51188,52105,0,0,33782.0,5,69072,530.0,0,Benign
57275,443,17,0,10000000,1290990,39167,18710,2,2,0,2611,1281,1330,236,255,888,384,378,1068,494442.7422443508,3829950.210647261,518723,7832,910994,7859,521714.0823315276,4041193.830560481,10000,10000,5140,10000,8916,0,0,0,0,61897.0,1,58888,331.0,1,DDoS
41678,25,6,6,688525,518888,670,573,25,94,172,25268,10204,15064,126,128,525,262,612,1443,20535.380718695586,27248.891879056515,4205,193,2214,39,19907.586924063013,26415.857153933965,130,820,81,5,204,10325,528,0,0,14105.0,1,19350,430.0,0,Benign
28868,80,6,1,1049193,2359225,2002,4245,2,56,1,24046,9310,14736,245,255,1341,375,76,1292,98112.99176578224,43632.74557098894,7317,69,9472,34,97936.12871831113,43554.09115211606,3822,173,933,373,943,18570,30686,0,0,55052.0,1,24391,430.0,0,Benign
13034,21,6,5,460676,2294720,507,2132,16,195,211,2315567,1602761,712806,255,255,601,268,34,1210,990.9970214638574,198.9473852408503,153226,4912,194458,747,933.4982979137116,187.4042418637991,798,61,1393,253,131,52681,39735,0,0,23365.0,1,11,530.0,1,DataExfiltration
54030,443,6,2,4314230,2851478,6883,5647,2,3,251,48619,29119,19500,19,32,1082,467,360,1142,58649.458030811,88735.47378596845,8342,73,3061,9,54010.25448185581,81716.45027359734,5104,1732,357,4554,781,44542,54268,0,0,5922.0,1,46486,530.0,0,Benign
62454,443,6,2,4162105,1992498,5422,4605,16,6,182,15142,9776,5366,59,64,895,216,109,1478,131587.50495311056,274871.5493329811,2835,74,8147,25,127527.1162824616,266389.85249411286,3987,1981,1114,2665,278,36746,48755,0,0,,28,30804,,0,Benign
4169,443,6,2,908934,2337307,865,2052,2,72,171,2087,1398,689,245,255,1352,128,707,1163,1119936.2721609965,435521.8016291327,9296,50,1808,26,1023245.4940702548,397920.6068810186,1620,61,952,248,34,4275,46455,0,0,19463.0,1,74212,426.0,0,Benign
62980,53,17,3,3616,1413,37,20,0,0,0,493,309,184,126,128,752,284,571,1299,2866.125760649087,7334.685598377282,7444,154,9867,63,2789.272350363007,7138.010487553172,7,12,3,12,22,0,0,0,0,,1,31657,,0,Benign
54882,443,6,2,1636122,1206219,1855,1759,18,57,66,55612,30037,25575,254,255,794,164,568,831,21689.905056462638,29420.30497015033,6455,65,7810,177,20157.631783602064,27341.92118433765,1010,983,206,323,1089,24695,42351,0,0,9008.0,28,75002,230.0,0,Benign
63120,443,6,2,30482,2491271,68,2306,16,179,3,19037,8393,10644,254,255,1370,441,76,1451,130864.68456164312,1601.1976676997426,1809,150,776,33,138729.7596115905,1697.4309629424104,860,11,914,571,17,18493,46166,0,0,,5,73244,,0,Benign
35643,80,6,1,3555651,1077449,3689,1393,16,238,123,46570,19325,27245,64,64,575,387,265,1180,23136.11767232124,76350.6764011166,3261,192,6582,68,23531.453539703143,77655.31019092228,1003,668,139,598,2672,58401,13861,0,0,2468.0,5,54639,226.0,0,Benign
27671,80,6,1,1710186,2334495,1602,3055,16,121,134,20070,11473,8597,251,255,1085,442,121,1451,116317.63826606877,85211.06128550075,1107,161,9994,80,104936.75965344072,76873.74667526776,1076,816,265,1166,1332,40286,36342,0,0,27156.0,5,61472,430.0,0,Benign
24871,80,6,2,4229265,3432750,32785,22885,2,2,0,440,306,134,23,32,1202,118,692,1321,7801704.545454546,9611965.909090908,121944,5282,416175,3452,8565282.454695681,10552719.91865371,10000,10000,729,10000,10000,53492,40327,0,0,52909.0,1,8686,226.0,1,DDoS
45530,80,6,1,554284,458647,691,403,16,131,72,35596,16374,19222,116,128,1442,358,81,1290,12884.790425890553,15571.52489043713,9050,41,4280,147,13512.718628771352,16330.388583005884,87,212,134,415,243,29628,30852,0,0,44651.0,1,56991,430.0,0,Benign
33828,3389,6,7,302221,1428713,684,2595,16,208,97,456173,208010,248163,28,32,1458,377,698,806,3131.954324346246,662.5140023631385,868,2,8705,152,3002.564525261558,635.1436946322134,366,506,1017,826,561,57910,60279,0,0,,2,83892,,0,Benign
12265,3389,6,7,538631,236485,1184,207,18,69,62,560269,281133,279136,121,128,803,155,452,1442,422.09188800379815,961.3792660311386,3019,42,6414,129,394.1832679411941,897.813086641577,328,813,24,31,192,21252,55709,0,0,9568.0,5,34632,425.0,0,Benign
61053,22,6,4,480753,1740864,623,2039,16,177,45,319477,136182,183295,127,128,1179,133,348,1213,5449.105882426591,1504.812553016336,1233,192,4305,0,5468.580919603091,1510.1907345099587,186,776,362,579,756,53318,53006,0,0,55416.0,28,28557,230.0,0,Benign
64551,443,6,2,1103622,2794728,2349,4175,2,141,4,59981,37186,22795,252,255,711,136,380,1313,46593.55462563145,18399.526516730297,8733,50,1451,144,47252.88046534759,18659.89049557876,1342,964,524,3566,126,57814,60036,0,0,50936.0,1,59953,226.0,0,Benign
9560,443,6,2,2213081,1042039,1855,1249,2,129,44,45053,24608,20445,28,32,1018,143,751,1447,23129.181186602447,49121.72330366458,9470,20,1586,51,25025.0667263169,53148.20241444335,336,1092,275,778,620,49809,32312,0,0,29350.0,1,79776,426.0,0,Benign
34022,21,6,5,2272002,3536516,1975,3440,16,196,33,223282,69552,153730,57,64,1208,265,266,1369,15838.786825628576,10175.482125742334,1520,53,2043,43,15640.130245816525,10047.857043133872,572,1833,293,132,2581,55266,48732,0,0,22695.0,1,4792,226.0,0,Benign
46833,80,6,1,1399837,1202083,1257,1814,16,84,148,32445,21685,10760,253,255,1366,379,122,1229,37049.86900909231,43144.92217599013,2363,142,9472,39,36046.16876809797,41976.10377139346,1220,225,325,874,425,43648,21397,0,0,41521.0,28,50533,430.0,0,Benign
44920,80,6,1,1731975,1658752,1460,1707,25,9,5,2017,1029,988,18,32,962,410,148,1093,822385.721368369,858688.64650471,9169,109,5291,68,797962.9210121513,833187.7400117803,239,31,1273,35,1588,8100,18283,0,0,,28,65684,,0,Benign
52514,80,6,1,4726031,1594156,4483,2150,25,108,154,35396,23562,11834,124,128,1380,272,455,1211,45037.74437789581,133518.78743360832,9810,50,7493,56,42157.50540031001,124980.0379665055,1489,618,1078,2278,1168,15735,63683,0,0,28776.0,1,78345,230.0,0,Benign
45402,22,6,4,1543775,508096,1303,444,18,220,247,17732,12215,5517,113,128,1257,412,315,1268,28654.184525152268,87061.52718249493,6958,51,9677,142,29622.07327665393,90002.31486307002,444,367,308,341,284,49971,44352,0,0,1120.0,1,29916,220.0,0,Benign
51794,80,1,1,4992265,2654939,4671,2370,0,0,0,27301,14264,13037,50,64,1278,215,762,1451,97246.95066114794,182860.151642797,6083,34,9465,173,106547.78791164613,200349.15770898465,514,3245,103,2668,508,0,0,0,0,17820.0,15,71629,425.0,0,Benign
17399,22,6,4,117796,2507265,156,2193,16,98,135,325429,169678,155751,30,32,1258,246,756,1066,7704.49160953695,361.9714284836324,9562,25,7750,87,8176.839997390847,384.1632393594823,878,633,28,349,459,50448,14954,0,0,14495.0,5,59791,230.0,0,Benign
61368,443,6,2,2313803,2563864,2365,4313,16,189,233,55632,17751,37881,32,32,1359,199,612,1484,46086.13747483463,41591.22447512223,5539,151,7927,24,42147.08461811722,38036.35872677079,882,2269,1413,394,1718,13362,7690,0,0,13194.0,5,82936,230.0,0,Benign
44903,80,6,0,5382890,9717273,28331,29181,2,2,18,115,71,44,24,32,864,166,49,1253,84498026.08695652,46807739.13043478,603642,5211,657234,4745,84513914.94717853,46816540.77538192,10000,2871,957,10000,10000,46558,33165,0,0,,1,21034,,1,DDoS
59048,25,6,6,459448,364689,385,466,16,148,166,72357,29923,42434,244,255,586,415,99,1338,5040.134333927609,6349.738104122615,2105,155,6037,147,5123.100947618272,6454.262355544916,167,121,91,442,27,35458,25356,0,0,30144.0,1,39730,226.0,0,Benign
40209,80,6,1,201086,1421474,416,1277,25,219,69,6525,2794,3731,242,255,1210,447,634,949,217850.4214559387,30817.777777777777,5603,81,8538,146,227348.1613028017,32161.356707006373,522,54,525,244,345,60596,14457,0,0,59585.0,28,50569,200.0,0,Benign
36236,443,6,2,2375788,718087,3613,964,16,103,121,7571,2377,5194,28,32,1319,210,138,1460,94847.04794611016,313801.08308017434,8476,30,370,31,96845.1668853792,320411.8516896717,68,2484,728,731,564,10977,48493,0,0,65104.0,1,28202,430.0,0,Benign
10072,41612,6,0,570,574,5,7,2,2,0,329,101,228,31,32,1411,170,791,1249,1744.6808510638298,1732.5227963525836,134347,1337,196595,4461,1680.6858469916372,1668.973750496922,0,10,0,0,0,49707,44866,0,0,17203.0,2,3164,430.0,1,PortScan
38472,25,6,6,99948,80353,91,103,16,50,203,117840,50829,67011,247,255,565,274,615,924,681.8822131704005,848.1670061099796,4835,119,3360,141,650.7936661847823,809.4971606266926,88,10,62,27,4,37786,22951,0,0,38069.0,2,18762,530.0,0,Benign
43137,80,6,1,3555937,1756779,5801,3328,16,164,178,51740,21482,30258,250,255,975,353,414,998,33953.981445689984,68727.03904136065,6386,193,5689,12,36726.09409841304,74338.13636776656,2563,80,1610,634,4240,22341,33804,0,0,26326.0,1,68642,425.0,0,Benign
